FURNISHED,GOURMET_SPACE,KITCHEN,DRESS_ROOM,BATHROOMS,BALCONY,SPORTS_COURT,FOOD_COURT,RECREATION_AREA,REST_AREAS,POOL,SAFETY,VIEW,ACCESSIBILITY,WORK_AREAS,GARAGE,SUSTAINABILITY,OUTDOOR_AREAS,PET_FRIENDLY,MID_END_APARTMENT_AMENITIES,HIGH_END_APARTMENT_AMENITIES,HIGH_END_CONDO_AMENITIES,ZONE_CODE,NEIGHBORHOOD_CODE,ZONE,NEIGHBORHOOD,STREET,PRICE,USABLEAREAS,TOTALAREAS,PARKINGSPACES,SUITES,BEDROOMS,TOTAL_AMENITIES,ELEVATOR,SERVICE_AREA,LAUNDRY,LUNCH_ROOM,ESSENTIAL_PUBLIC_SERVICES,NEAR_ACCESS_ROADS,NEAR_SCHOOL,NEAR_HOSPITAL,NEAR_SHOPPING_CENTER,NEAR_PUBLIC_TRANSPORT,COVERAGE,YEARLY_EXPENSES
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,13,Zona Sul,Botafogo,Rua Dona Mariana,1100000,86,86,1,1,2,1,False,False,False,False,False,False,False,False,False,False,False,15865
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,9,Zona Oeste,Barra da Tijuca,Avenida Pepe,4500000,226,226,3,4,4,0,False,False,False,False,False,False,False,False,False,False,False,48145
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Rua Barata Ribeiro,790000,100,100,0,0,3,1,False,False,False,False,False,False,False,False,False,False,False,19052
False,True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,False,False,4,28,Zona Sul,Copacabana,Rua República do Peru,1900000,305,305,0,2,5,15,True,False,False,False,False,False,False,False,False,False,False,36450
True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,2,112,Zona Norte,Tijuca,Rua Visconde de Cabo Frio,1125000,140,140,2,1,4,20,True,True,False,False,False,False,False,False,False,False,False,21395
True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True,4,28,Zona Sul,Copacabana,Avenida Nossa Senhora de Copacabana,450000,25,25,0,0,1,40,True,True,False,False,False,False,False,False,False,False,False,7868
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,13,Zona Sul,Botafogo,Rua Conde de Irajá,1600000,128,128,2,1,3,4,True,False,False,False,False,False,False,False,False,False,False,32504
False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,115,Zona Norte,Tubiacanga,Praia de Tubiacanga,330000,52,52,0,0,2,2,False,False,False,False,False,False,False,False,False,False,False,4236
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Avenida Genaro de Carvalho,695000,100,100,3,1,3,1,False,False,False,False,False,False,False,False,False,False,False,12259
False,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,3,9,Zona Oeste,Barra da Tijuca,Avenida Lúcio Costa,4402000,157,157,2,1,3,13,True,False,False,False,False,False,False,False,False,False,False,13
False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,2,58,Zona Norte,Jardim Carioca,Rua Sargento João Lópes,380000,90,342,1,0,2,7,False,False,False,False,False,False,True,True,False,True,False,6125
False,True,True,False,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,4,39,Zona Sul,Flamengo,Rua Senador Euzebio,900000,77,77,1,1,2,12,False,False,False,False,False,False,False,False,False,False,False,19882
True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Avenida Salvador Allende,580000,67,67,1,1,2,19,True,False,False,False,False,False,False,False,False,False,False,11800
True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,2,35,Zona Norte,Engenho Novo,Rua Marquês de Leão,220000,70,70,1,1,3,31,True,True,False,False,False,False,False,False,False,False,False,10201
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,73,Zona Norte,Méier,Rua Manuela Barbosa,199000,27,27,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,5760
True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,2,44,Zona Norte,Grajaú,Rua Itabaiana,790000,142,142,1,1,4,14,False,False,False,True,False,False,False,False,False,False,False,21200
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Rua Santa Clara,1920000,150,150,0,1,4,3,True,True,False,False,False,False,False,False,False,False,False,4800
True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,4,53,Zona Sul,Ipanema,Rua Prudente de Morais,2900000,164,164,2,1,3,14,True,True,False,False,False,False,False,False,False,False,False,54169
False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,2,73,Zona Norte,Méier,Rua Miguel Fernandes,300000,63,63,1,0,2,6,False,False,False,False,False,False,False,False,False,False,False,72
False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,73,Zona Norte,Méier,Rua Barão de São Borja,847000,111,111,2,2,3,7,True,False,False,False,False,False,False,False,False,False,False,15841
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,21,Zona Sul,Catete,Rua Artur Bernardes,490000,40,40,0,0,1,2,False,True,False,False,False,False,False,False,False,False,False,11056
False,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,106,Zona Sul,São Conrado,Avenida Almirante Álvaro Alberto,2200000,129,129,2,1,3,12,True,False,False,False,False,False,False,False,False,False,False,35273
False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,3,9,Zona Oeste,Barra da Tijuca,,1120000,105,105,2,3,3,21,True,True,False,False,False,False,False,False,False,False,False,25580
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,13,Zona Sul,Botafogo,Rua Sorocaba,1891041,109,0,2,2,4,0,False,False,False,False,False,False,False,False,False,False,False,13
False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,28,Zona Sul,Copacabana,Rua Raul Pompéia,1250000,202,202,1,1,3,6,True,True,False,False,False,False,False,False,False,False,False,58439
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,24,Zona Central,Centro,Rua Riachuelo,198000,23,23,0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,5640
False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,53,Zona Sul,Ipanema,Rua Prudente de Morais,4947000,186,186,1,2,2,6,True,False,False,False,False,False,False,False,False,False,False,38996
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,28,Zona Sul,Copacabana,Rua Santa Clara,1428000,180,180,1,0,3,5,True,True,False,False,False,False,False,False,False,False,False,22134
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4,28,Zona Sul,Copacabana,,3600000,244,244,1,0,4,2,False,False,False,False,False,False,False,False,False,False,False,25160
False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,112,Zona Norte,Tijuca,Rua da Cascata,380000,100,100,1,0,3,4,True,False,False,False,False,False,False,False,False,False,False,8781
False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,4,64,Zona Sul,Leblon,Rua Sambaíba,3489000,250,250,2,2,3,6,True,False,False,False,False,False,False,False,False,False,False,43234
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,64,Zona Sul,Leblon,Avenida Bartolomeu Mitre,8550000,266,266,3,4,4,0,False,False,False,False,False,False,False,False,False,False,False,1300
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,4,28,Zona Sul,Copacabana,Rua Barata Ribeiro,630000,42,42,1,1,1,6,False,False,False,False,False,False,False,False,False,False,False,10916
False,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,4,13,Zona Sul,Botafogo,Rua Conde de Irajá,3113000,154,0,2,3,3,19,True,True,False,False,False,False,False,False,False,False,False,13
False,True,False,False,True,True,True,False,True,False,True,True,False,False,True,True,False,True,True,True,False,False,3,56,Zona Oeste,Jacarepaguá,Rua Sérgio Camargo,1900000,228,228,3,1,4,17,True,False,False,False,False,False,False,False,False,False,False,67950
False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,3,56,Zona Oeste,Jacarepaguá,Rua Barra Bonita,555000,72,72,1,1,3,3,False,False,False,False,False,False,False,False,False,False,False,7802
False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,3,9,Zona Oeste,Barra da Tijuca,Avenida das Américas,2999000,187,187,2,4,4,24,True,False,False,False,False,False,False,False,False,False,False,23655
False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,3,9,Zona Oeste,Barra da Tijuca,Avenida Cândido Portinari,1600000,106,106,2,2,3,30,True,True,True,False,False,False,False,False,False,False,False,23060
True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,4,28,Zona Sul,Copacabana,Travessa Cristiano Lacorte,750000,70,70,0,0,2,13,False,True,False,False,False,False,False,False,False,False,False,5683
False,True,False,False,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,4,64,Zona Sul,Leblon,Rua Aristides Espinola,17000000,606,606,2,2,4,9,True,False,False,False,False,False,False,False,False,False,False,116857
False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,4,63,Zona Sul,Laranjeiras,Rua das Laranjeiras,670000,77,77,0,0,2,9,True,False,False,False,False,False,False,False,False,False,False,14083
True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,2,123,Zona Norte,Vila Isabel,Praça Barão de Drumond,335000,97,97,0,0,2,27,False,True,False,False,False,False,False,False,False,False,False,4350
True,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,False,2,89,Zona Norte,Praça da Bandeira,Rua Paraíba,740000,86,86,1,1,3,19,True,False,False,False,False,False,False,False,False,False,False,9807
False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,50,Zona Sul,Humaitá,Rua do Humaitá,850000,114,114,0,0,3,3,True,False,False,False,False,False,False,False,False,False,False,19723
True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,True,False,False,True,True,True,False,4,13,Zona Sul,Botafogo,Rua Barão de Itambi,1290000,84,84,1,0,2,16,True,True,False,False,False,False,False,False,False,False,False,12736
False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,3,8,Zona Oeste,Barra Olímpica,Avenida Antônio Gallotti,1100000,144,0,1,2,3,30,True,False,False,False,False,False,False,False,False,False,False,13
False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,4,62,Zona Sul,Lagoa,Avenida Lineu de Paula Machado,7500000,368,1,2,1,4,20,True,True,False,False,False,False,False,False,False,False,False,31760
True,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True,2,89,Zona Norte,Praça da Bandeira,Rua Mariz e Barros,258000,23,23,0,0,1,27,True,False,False,False,False,False,False,False,False,False,False,5400
False,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,3,19,Zona Oeste,Campo Grande,Estrada do Mendanha,160000,50,50,0,0,2,6,False,False,False,False,False,False,False,False,False,False,False,3164
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,13,Zona Sul,Botafogo,Rua Voluntários da Pátria,1000000,120,120,1,1,4,2,True,False,False,False,False,False,False,False,False,False,False,8565
False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,123,Zona Norte,Vila Isabel,Rua Padre Champagnat,435061,67,67,0,0,2,2,False,False,False,False,False,False,False,False,False,False,False,8845
False,True,True,False,True,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,False,3,80,Zona Oeste,Pechincha,Estrada Capenha,600000,122,122,1,1,3,20,True,False,False,False,False,False,False,False,False,False,False,17090
False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,3,56,Zona Oeste,Jacarepaguá,Avenida Vice-Presidente José Alencar,1250000,110,110,2,1,3,38,True,False,True,False,False,False,False,False,False,False,False,27700
True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,3,93,Zona Oeste,Recreio dos Bandeirantes,Avenida Renê Laclette,2200000,232,232,2,2,4,34,True,False,True,False,False,False,False,False,False,False,False,23100
True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,4,50,Zona Sul,Humaitá,Rua Casuarina,2100000,140,140,1,1,3,12,True,True,False,False,False,False,False,False,False,False,False,27180
False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,3,19,Zona Oeste,Campo Grande,Avenida Cesário de Melo,275000,57,57,1,1,2,7,False,True,False,False,False,False,False,False,False,False,False,7366
False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,4,28,Zona Sul,Copacabana,Rua Francisco Sá,950000,105,105,0,1,2,7,True,False,False,False,False,False,False,False,False,False,False,11890
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Praça Eugênio Jardim,1280000,220,220,1,0,4,5,True,False,False,False,False,False,False,False,False,False,False,37792
False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,2,112,Zona Norte,Tijuca,Rua Valparaíso,420000,110,110,2,1,3,12,True,True,False,False,False,False,False,False,False,False,False,13210
True,True,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,2,112,Zona Norte,Tijuca,Rua Professor Gabizo,730000,95,95,1,2,2,21,True,True,False,False,False,False,False,False,False,False,False,20648
False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,1,42,Zona Central,Gamboa,Avenida Venezuela,313820,33,33,0,0,1,24,True,False,True,False,False,False,False,False,False,False,False,8600
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,44,Zona Norte,Grajaú,Rua Marianópolis,500000,160,160,1,0,4,1,False,False,False,False,False,False,False,False,False,False,False,8700
False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,4,53,Zona Sul,Ipanema,Rua Prudente de Morais,3550000,185,185,2,3,2,8,True,False,False,False,False,False,False,False,False,False,False,35200
False,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,3,80,Zona Oeste,Pechincha,Rua Ana Silva,390000,57,57,1,1,2,13,False,False,False,False,False,False,True,False,True,False,False,5110
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Rua Figueiredo Magalhães,1050000,100,100,1,0,3,1,False,False,False,False,False,False,False,False,False,False,False,14070
True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,2,69,Zona Norte,Maracanã,Rua Santa Luísa,370000,94,94,1,0,2,13,False,True,False,False,False,True,True,False,True,False,False,4080
False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,False,False,4,13,Zona Sul,Botafogo,Rua Oliveira Fausto,2158200,146,146,2,2,4,19,False,True,False,False,False,False,False,False,False,False,False,13
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4,28,Zona Sul,Copacabana,Rua Siqueira Campos,1300000,120,120,1,1,3,5,True,False,False,False,False,False,False,False,False,False,False,16130
False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,9,Zona Oeste,Barra da Tijuca,Avenida Salvador Allende,2459000,325,325,3,5,5,60,True,True,True,False,False,False,False,False,False,False,False,27602
True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,4,64,Zona Sul,Leblon,Rua João Líra,2700000,62,62,1,1,2,10,False,False,False,False,False,False,False,False,False,False,False,40135
True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,3,9,Zona Oeste,Barra da Tijuca,Avenida Malibu,1195000,106,106,2,1,3,16,False,True,True,True,False,False,False,False,False,False,False,25400
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,2,4,Zona Norte,Andaraí,Rua Paula Brito,316000,62,62,1,1,2,11,True,False,False,False,False,True,True,True,False,False,False,8029
False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,2,123,Zona Norte,Vila Isabel,Rua Visconde de Abaeté,650000,119,119,2,1,3,12,False,False,False,False,False,False,False,False,False,False,False,13988
True,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,True,True,True,True,False,False,4,13,Zona Sul,Botafogo,Rua Clarice Índio do Brasil,1250000,100,100,1,1,3,24,True,True,False,False,False,False,False,False,False,False,False,17750
False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,4,39,Zona Sul,Flamengo,Travessa Tamoios,800000,80,80,0,0,2,9,True,True,False,False,False,False,False,False,False,False,False,10934
False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,3,80,Zona Oeste,Pechincha,Rua Edgard Werneck,650000,126,126,2,1,3,16,True,False,False,False,False,False,False,False,False,False,False,15050
True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3,119,Zona Oeste,Vargem Pequena,Estrada dos Bandeirantes,235000,45,45,1,0,2,7,False,False,False,False,False,False,False,False,False,False,False,5160
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Rua Clóvis Salgado,1050000,135,135,3,3,3,4,True,True,False,False,False,False,False,False,False,False,False,12366
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,112,Zona Norte,Tijuca,Rua Henry Ford,270000,41,41,0,1,1,2,False,False,False,False,False,False,False,False,False,False,False,9682
True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Avenida Nossa Senhora de Copacabana,1550000,182,182,1,1,4,9,True,True,False,False,False,False,False,False,False,False,False,20635
False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,3,9,Zona Oeste,Barra da Tijuca,Avenida Rosauro Estellita,904540,79,4000,1,1,2,21,True,False,False,False,False,False,False,False,False,False,False,0
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,112,Zona Norte,Tijuca,Rua Soriano de Sousa,420000,80,80,1,0,3,2,False,False,False,False,False,False,False,False,False,False,False,11049
False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,3,9,Zona Oeste,Barra da Tijuca,Avenida das Américas,3496157,194,194,3,4,4,54,True,True,True,False,False,False,False,False,False,False,False,1443
False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,64,Zona Sul,Leblon,Avenida General San Martin,4200000,184,184,2,2,3,4,True,False,False,False,False,False,False,False,False,False,False,36530
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,3,9,Zona Oeste,Barra da Tijuca,Avenida Lúcio Costa,1295000,75,75,1,1,2,2,False,False,False,False,False,False,False,False,False,False,False,17320
False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,3,60,Zona Oeste,Jardim Sulacap,,388000,115,115,1,1,3,5,False,False,False,False,False,False,False,False,False,False,False,1295
False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2,111,Zona Norte,Tauá,Avenida Paranapuam,335000,65,65,1,0,2,9,True,False,False,False,False,False,True,True,False,False,False,9457
False,False,True,False,True,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,4,47,Zona Sul,Gávea,Rua Embaixador Carlos Taylor,1399000,92,92,1,1,3,11,False,False,False,False,False,False,False,False,False,False,False,23374
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Rua Pompeu Loureiro,1200000,100,100,2,1,3,2,False,False,False,False,False,False,False,False,False,False,False,3856
True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,4,64,Zona Sul,Leblon,Rua Desembargador Alfredo Russel,1700000,78,78,0,1,2,15,True,False,False,False,False,True,True,True,True,True,False,13246
True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,3,9,Zona Oeste,Barra da Tijuca,Avenida Flamboyants da Península,3250000,250,250,3,4,4,21,True,False,False,False,False,False,False,False,False,False,False,40500
True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Rua Miguel Lemos,3200000,279,279,1,2,4,5,True,False,False,False,False,False,False,False,False,False,False,33140
False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Rua Constante Ramos,1050000,88,88,1,1,3,3,False,True,False,False,False,False,False,False,False,False,False,18290
False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,4,53,Zona Sul,Ipanema,Rua Prudente de Morais,14499000,330,330,3,3,3,30,True,True,True,False,False,False,False,False,False,False,False,0
False,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,2,4,Zona Norte,Andaraí,Rua Gastão Penalva,401854,64,64,1,1,3,11,True,False,False,False,False,False,False,False,False,False,False,0
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,53,Zona Sul,Ipanema,Rua Prudente de Morais,3300000,120,120,2,1,3,3,False,False,False,False,False,False,False,False,False,False,False,29536
False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,4,50,Zona Sul,Humaitá,Rua do Humaitá,1400000,80,80,1,1,2,7,True,False,False,False,False,False,False,False,False,False,False,0
False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,2,123,Zona Norte,Vila Isabel,Rua Visconde de Abaeté,685000,82,82,1,2,3,12,False,True,False,False,False,False,False,False,False,False,False,8538
True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,28,Zona Sul,Copacabana,Avenida Prado Júnior,550000,30,30,0,0,1,4,False,False,False,False,False,False,False,False,False,False,False,6700
False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,93,Zona Oeste,Recreio dos Bandeirantes,Avenida das Américas,473000,48,50,1,1,2,46,True,True,True,False,False,False,False,False,False,False,False,5774
True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,123,Zona Norte,Vila Isabel,Rua Padre Francisco Lanna,350000,68,68,0,0,2,10,True,True,False,False,False,False,False,False,False,False,False,10810
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,41,Zona Oeste,Freguesia (Jacarepaguá),Rua Joaquim Pinheiro,1050000,224,0,3,3,4,5,True,False,False,False,False,False,False,False,False,False,False,37555
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,39,Zona Sul,Flamengo,Rua Silveira Martins,720000,66,66,1,0,1,2,True,True,False,False,False,False,False,False,False,False,False,17886
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,108,Zona Norte,São Francisco Xavier,Rua São Francisco Xavier,249999,68,68,1,0,2,3,True,False,False,False,False,False,False,False,False,False,False,8500
False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,112,Zona Norte,Tijuca,Rua Carlos de Vasconcelos,330000,55,55,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,7286
False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Rua Teixeira Heizer,1298000,190,190,2,3,4,27,True,False,False,False,False,False,False,False,False,False,False,28540
False,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3,9,Zona Oeste,Barra da Tijuca,Avenida Rosauro Estellita,5310000,371,371,4,4,4,17,False,False,False,False,False,False,False,False,False,False,False,54000
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,4,Zona Norte,Andaraí,Rua Barão de Mesquita,320000,54,55,1,1,2,2,True,False,False,False,False,False,False,False,False,False,False,8611
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,57,Zona Sul,Jardim Botânico,Rua Lópes Quintas,3300000,200,200,2,1,3,3,True,False,False,False,False,False,False,False,False,False,False,22737
True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,15,Zona Norte,Cachambi,Avenida Dom Hélder Câmara,290000,85,85,0,0,3,5,False,True,False,False,False,False,False,False,False,False,False,810
False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,24,Zona Central,Centro,Avenida Presidente Vargas,443200,54,54,0,0,2,2,False,False,False,False,False,False,False,False,False,False,False,6000
True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,4,28,Zona Sul,Copacabana,Rua Constante Ramos,1290000,90,90,1,1,3,20,True,True,False,True,False,False,False,False,False,False,False,12130
False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,4,64,Zona Sul,Leblon,Rua Cupertino Durão,2150000,68,68,1,1,2,8,True,False,False,False,False,False,False,False,False,False,False,23338
False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,True,False,False,False,3,92,Zona Oeste,Realengo,Rua Luísa Barata,380000,99,108,2,1,3,14,False,True,False,False,False,False,False,False,False,False,False,600
True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,4,39,Zona Sul,Flamengo,Rua Paissandu,1379000,103,103,1,1,3,13,True,True,False,False,False,False,False,False,False,False,False,15012
False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Rua Luiz Carlos Sarolli,470000,66,66,1,1,2,2,False,False,False,False,False,False,False,False,False,False,False,11369
True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,4,64,Zona Sul,Leblon,Rua Humberto de Campos,1680000,70,70,0,1,2,9,True,True,False,False,False,False,False,False,False,False,False,10349
