FURNISHED,GOURMET_SPACE,KITCHEN,DRESS_ROOM,BATHROOMS,BALCONY,SPORTS_COURT,FOOD_COURT,RECREATION_AREA,REST_AREAS,POOL,SAFETY,VIEW,ACCESSIBILITY,WORK_AREAS,GARAGE,SUSTAINABILITY,OUTDOOR_AREAS,PET_FRIENDLY,MID_END_APARTMENT_AMENITIES,HIGH_END_APARTMENT_AMENITIES,HIGH_END_CONDO_AMENITIES,ZONE_CODE,NEIGHBORHOOD_CODE,ZONE,NEIGHBORHOOD,STREET,PRICE,USABLEAREAS,TOTALAREAS,PARKINGSPACES,SUITES,BEDROOMS,TOTAL_AMENITIES,ELEVATOR,SERVICE_AREA,LAUNDRY,LUNCH_ROOM,ESSENTIAL_PUBLIC_SERVICES,NEAR_ACCESS_ROADS,NEAR_SCHOOL,NEAR_HOSPITAL,NEAR_SHOPPING_CENTER,NEAR_PUBLIC_TRANSPORT,COVERAGE,YEARLY_EXPENSES
True,True,False,False,True,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,True,False,3,8,Zona Oeste,Barra Olímpica,Rua Escritor Rodrigo Melo Franco,1650000,160,160,3,4,4,28,True,True,False,False,False,False,False,False,False,False,False,17370
False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,1,24,Zona Central,Centro,Rua do Resende,320000,40,40,0,0,1,6,True,False,False,False,False,False,False,False,False,False,False,9200
True,False,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False,4,53,Zona Sul,Ipanema,Rua Prudente de Morais,1570000,44,44,1,1,1,15,True,False,False,False,False,False,False,False,False,False,False,39826
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Avenida Atlântica,2500000,188,188,1,0,3,0,False,False,False,False,False,False,False,False,False,False,False,26612
False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,4,28,Zona Sul,Copacabana,Rua Belfort Roxo,1750000,110,110,1,0,3,7,True,True,False,False,False,False,False,False,False,False,False,16588
True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,2,123,Zona Norte,Vila Isabel,Rua Ângelo Bittencourt,280000,76,76,1,0,2,16,True,True,False,False,False,False,False,False,False,False,False,12540
True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,4,47,Zona Sul,Gávea,Rua Marquês de São Vicente,1600000,83,83,2,1,2,7,True,False,False,False,False,False,False,False,False,False,False,250468
False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,73,Zona Norte,Méier,Rua Padre Ildefonso Penalba,1039000,161,161,3,1,4,6,True,False,False,False,False,False,False,False,False,False,False,12374
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Rua Barão de Ipanema,2199000,180,180,1,2,3,6,True,True,True,False,False,False,False,False,False,False,False,24600
False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,2,123,Zona Norte,Vila Isabel,Rua Teodoro da Silva,380000,70,70,0,0,2,12,True,True,False,False,False,False,False,False,False,False,False,8900
False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,4,62,Zona Sul,Lagoa,Avenida Henrique Dodsworth,3300000,200,200,3,1,3,21,True,True,False,False,False,False,False,False,False,False,False,41774
True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,4,13,Zona Sul,Botafogo,Rua Real Grandeza,630000,56,59,0,0,1,15,True,True,False,False,False,False,False,False,False,False,False,10682
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,4,53,Zona Sul,Ipanema,Rua Prudente de Morais,2900000,165,165,1,1,3,3,True,False,False,False,False,False,False,False,False,False,False,51700
True,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Rua Guernica,590000,83,83,1,2,3,28,True,True,False,False,False,False,False,False,False,False,False,16570
False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,96,Zona Sul,Rio Comprido,Rua Aristides Lobo,295000,66,68,0,0,2,3,False,False,False,False,False,False,False,False,False,False,False,5008
False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,9,Zona Oeste,Barra da Tijuca,Avenida Rosauro Estellita,1790000,120,120,2,1,3,64,True,True,False,False,False,False,False,False,False,False,False,12900
False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,4,96,Zona Sul,Rio Comprido,Rua Santa Alexandrina,600000,85,85,1,0,2,10,True,False,False,False,False,False,False,False,False,False,False,8910
True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,3,88,Zona Oeste,Praça Seca,Rua Florianópolis,180000,85,85,1,0,2,17,True,True,True,True,False,False,False,False,False,False,False,11520
False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,4,13,Zona Sul,Botafogo,Rua Farani,460000,35,35,0,0,1,4,True,False,False,False,False,False,False,False,False,False,False,6720
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,90,Zona Norte,Quintino Bocaiúva,Rua Columbia,249999,65,65,0,0,2,2,False,False,False,False,False,False,False,False,False,False,False,3600
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,53,Zona Sul,Ipanema,Rua Visconde de Pirajá,1500000,66,66,1,0,2,4,True,True,False,False,False,False,False,False,False,False,False,14161
False,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False,False,True,True,False,4,106,Zona Sul,São Conrado,Rua Povina Cavalcanti,2200000,166,166,2,1,4,17,True,True,False,False,False,False,False,False,False,False,False,28337
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,4,28,Zona Sul,Copacabana,Rua Barata Ribeiro,750000,75,75,1,1,2,13,True,True,False,False,False,False,False,False,False,False,False,12110
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,4,39,Zona Sul,Flamengo,Praia do Flamengo,1500000,120,120,1,1,3,7,True,True,False,False,False,False,False,False,False,False,False,18040
True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,3,56,Zona Oeste,Jacarepaguá,Estrada Coronel Pedro Corrêa,1450000,162,0,2,2,3,34,True,True,False,False,False,False,False,False,False,False,False,12072
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Rua Silvia Pozzano,525000,78,78,1,1,2,0,False,False,False,False,False,False,False,False,False,False,False,12180
True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,4,28,Zona Sul,Copacabana,Rua Bolivar,3200000,300,300,0,6,7,15,True,False,False,False,False,False,False,False,False,False,False,42648
False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Rua Ivo Borges,1200000,240,240,3,1,3,14,True,True,False,False,False,True,True,True,True,True,False,24343
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Rua Paula Freitas,1100000,98,98,0,1,2,1,False,False,False,False,False,False,False,False,False,False,False,11623
True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,4,62,Zona Sul,Lagoa,Avenida Epitácio Pessoa,1600000,70,70,1,1,2,12,False,False,False,False,False,False,False,False,False,False,False,46200
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,56,Zona Oeste,Jacarepaguá,Rua Franz Weissman,1499000,215,215,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,24227
False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,4,63,Zona Sul,Laranjeiras,Rua Coelho Neto,1350000,142,142,1,1,4,8,True,False,False,False,False,False,False,False,False,False,False,24470
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,41,Zona Oeste,Freguesia (Jacarepaguá),Estrada do Gabinal,400000,84,84,1,0,2,3,False,False,False,False,False,False,False,False,False,False,False,14819
False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,112,Zona Norte,Tijuca,Rua Haddock Lobo,567000,125,125,0,1,3,3,True,False,False,False,False,False,False,False,False,False,False,13268
False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,3,9,Zona Oeste,Barra da Tijuca,Avenida Lúcio Costa,3790000,235,235,3,4,4,2,False,False,False,False,False,False,False,False,False,False,False,24000
False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,4,28,Zona Sul,Copacabana,Avenida Atlântica,4200000,188,188,1,1,3,11,True,False,False,False,True,False,False,False,False,False,False,47762
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,69,Zona Norte,Maracanã,Rua Visconde de Itamarati,500000,85,85,0,0,2,4,True,False,False,False,False,False,False,False,False,False,False,7833
True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,False,False,4,106,Zona Sul,São Conrado,Estrada da Gávea,1050000,114,114,2,1,3,22,True,False,False,False,False,True,False,False,True,True,False,27005
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,64,Zona Sul,Leblon,Rua Rainha Guilhermina,2050000,87,88,1,1,1,4,True,True,False,False,False,False,False,False,False,False,False,20950
False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2,112,Zona Norte,Tijuca,Rua Visconde de Figueiredo,830000,125,125,1,0,3,6,True,False,False,False,False,False,False,False,False,False,False,21453
False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,28,Zona Sul,Copacabana,Avenida Atlântica,1250000,90,95,1,0,3,3,True,False,False,False,False,False,False,False,False,False,False,0
False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4,53,Zona Sul,Ipanema,Rua Prudente de Morais,5145737,185,185,1,2,2,5,True,False,False,False,False,False,False,False,False,False,False,0
False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,9,Zona Oeste,Barra da Tijuca,Rua Coronel Paulo Malta Rezende,980000,78,78,1,1,2,2,False,False,False,False,False,False,False,False,False,False,False,20685
False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2,120,Zona Norte,Vaz Lobo,Avenida Monsenhor Félix,280000,80,0,0,0,2,2,False,False,False,False,False,False,False,False,False,False,False,0
False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,2,94,Zona Norte,Riachuelo,Avenida Marechal Rondon,203505,33,33,0,0,1,9,True,False,False,False,False,False,False,False,False,False,False,4240
False,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,4,13,Zona Sul,Botafogo,Rua Assis Bueno,4200000,353,353,2,4,4,10,False,False,False,False,False,False,False,False,False,False,False,28000
True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,3,110,Zona Oeste,Taquara,Rua Mapendi,690000,137,0,2,2,3,24,True,False,True,False,False,False,False,False,False,False,False,13770
True,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,True,4,28,Zona Sul,Copacabana,Rua Barata Ribeiro,410000,22,22,0,0,1,32,True,True,False,False,False,False,False,False,False,False,False,6064
True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Rua Luiz Carlos Sarolli,495000,66,66,1,1,2,32,True,True,False,False,False,False,False,False,False,False,False,12800
False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Rua Ivo Borges,1095000,248,248,2,3,3,6,True,True,False,False,False,False,False,False,False,False,False,19943
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,4,30,Zona Sul,Cosme Velho,Rua Filinto de Almeida,600000,61,61,0,0,2,8,True,True,True,False,False,False,False,False,False,False,False,7902
False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Rua Sandro Moreira,530000,74,74,1,1,2,25,True,True,False,False,False,False,False,False,False,False,False,7300
False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,2,4,Zona Norte,Andaraí,Rua Barão de Mesquita,390000,68,68,0,0,2,7,True,False,False,False,False,False,False,False,False,False,False,6687
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,9,Zona Oeste,Barra da Tijuca,Rua Escritor Rodrigo Melo Franco,1102000,116,116,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,15382
True,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,3,9,Zona Oeste,Barra da Tijuca,Avenida Lúcio Costa,800000,50,50,1,0,1,7,False,False,False,False,False,False,False,False,False,False,False,18300
False,True,False,False,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Avenida Tim Maia,730000,81,81,1,1,2,19,True,False,False,False,False,False,False,False,False,False,False,17500
True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,2,123,Zona Norte,Vila Isabel,Rua Conselheiro Paranaguá,280000,76,76,1,0,2,12,True,True,False,False,False,True,False,False,True,True,False,8728
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,80,Zona Oeste,Pechincha,Rua Imuta,160000,70,70,1,0,2,1,False,False,False,False,False,False,False,False,False,False,False,9375
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,28,Zona Sul,Copacabana,Rua Sá Ferreira,890000,75,75,0,1,3,3,False,False,False,False,False,False,False,False,False,False,False,11562
False,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,3,56,Zona Oeste,Jacarepaguá,Estrada dos Bandeirantes,409000,69,69,1,1,3,16,True,False,False,False,False,False,False,False,False,False,False,11040
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Avenida Tim Maia,935000,119,119,2,4,4,2,False,False,False,False,False,False,False,False,False,False,False,0
False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,1,24,Zona Central,Centro,Rua Visconde de Inhaúma,365000,42,42,0,0,1,18,True,False,True,False,False,False,False,False,False,False,False,6480
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,41,Zona Oeste,Freguesia (Jacarepaguá),Rua Geminiano Gois,720000,141,141,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,15840
False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Rua Luiz Carlos Sarolli,385000,48,48,1,1,2,36,True,True,True,False,False,False,False,False,False,False,False,13
True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,True,4,62,Zona Sul,Lagoa,Avenida Epitácio Pessoa,1800000,112,112,2,1,3,30,True,True,False,False,False,True,False,False,False,True,False,35791
False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,3,9,Zona Oeste,Barra da Tijuca,Rua Alceu Amoroso Lima,795000,65,66,1,0,1,13,False,True,True,False,False,False,False,False,False,False,False,16990
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,63,Zona Sul,Laranjeiras,Rua das Laranjeiras,809000,78,78,0,0,2,3,True,False,False,False,False,False,False,False,False,False,False,13207
True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,2,116,Zona Norte,Turiaçu,Rua Ibia,178000,64,64,1,0,3,7,False,False,False,False,False,False,False,False,False,False,False,3841
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,4,Zona Norte,Andaraí,Rua Juparaná,330000,72,72,0,0,3,4,False,False,False,False,False,False,False,False,False,False,False,7968
True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,3,8,Zona Oeste,Barra Olímpica,Avenida Ator José Wilker,990000,110,110,2,2,2,13,True,True,False,False,False,False,False,False,False,False,False,18600
False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2,73,Zona Norte,Méier,Rua Intendente Cunha Menezes,320000,59,59,1,0,2,6,True,False,False,False,False,False,False,False,False,False,False,10361
True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,2,123,Zona Norte,Vila Isabel,Rua Visconde de Santa Isabel,460000,88,100,2,1,3,21,True,True,False,False,False,False,False,False,False,False,False,12004
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,39,Zona Sul,Flamengo,Praia do Flamengo,5500000,547,547,2,3,4,2,True,False,False,False,False,False,False,False,False,False,False,79308
True,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Avenida José Luiz Ferraz,530000,68,68,1,1,2,16,True,True,False,False,False,False,False,False,False,False,False,15059
True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,28,Zona Sul,Copacabana,Rua Belfort Roxo,1225000,130,10,1,1,3,5,True,False,False,False,False,False,False,False,False,False,False,20838
False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,2,37,Zona Norte,Engenho de Dentro,Rua Borja Reis,215000,47,47,1,0,2,16,False,True,False,False,False,False,False,False,False,False,False,4968
False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,123,Zona Norte,Vila Isabel,Rua Senador Muniz Freire,490000,88,88,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,14270
False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,4,21,Zona Sul,Catete,Rua Andrade Pertence,550000,56,56,0,0,2,6,False,False,False,False,False,False,False,False,False,False,False,10339
False,False,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,4,13,Zona Sul,Botafogo,Rua Professor Alfredo Gomes,1200000,79,79,1,1,2,13,True,False,False,False,False,False,False,False,False,False,False,13136
True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,3,93,Zona Oeste,Recreio dos Bandeirantes,Avenida Lúcio Costa,1900000,183,183,3,3,3,16,True,False,True,False,False,False,False,False,False,False,False,18012
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,28,Zona Sul,Copacabana,Rua Belfort Roxo,850000,88,88,0,0,2,5,True,False,False,False,False,False,False,False,False,False,False,9600
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,4,53,Zona Sul,Ipanema,Rua Aníbal de Mendonça,1020000,30,30,0,1,1,4,False,False,False,False,False,False,False,False,False,False,False,8280
False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,63,Zona Sul,Laranjeiras,Rua Álvaro Chaves,825000,94,94,0,0,3,5,True,True,False,False,False,False,False,False,False,False,False,11973
False,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,3,41,Zona Oeste,Freguesia (Jacarepaguá),Rua Araguaia,1190000,176,176,2,2,3,21,True,False,True,False,False,False,False,False,False,False,False,29900
False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,4,57,Zona Sul,Jardim Botânico,Rua Jardim Botânico,7000000,304,304,1,3,3,9,True,True,True,False,False,False,False,False,False,False,False,28104
False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,2,112,Zona Norte,Tijuca,Rua Marquês de Valença,958500,94,94,1,1,2,15,True,True,False,False,False,False,False,False,False,False,False,15829
False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,2,69,Zona Norte,Maracanã,Rua Radialista Waldir Amaral,380000,58,58,0,0,2,6,True,True,False,False,False,False,False,False,False,False,False,8292
False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2,123,Zona Norte,Vila Isabel,Rua Ribeiro Guimarães,745000,110,110,1,1,3,5,False,True,False,False,False,False,False,False,False,False,False,7983
True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,3,8,Zona Oeste,Barra Olímpica,Rua Escritor Rodrigo Melo Franco,1633000,133,133,2,1,3,21,False,False,False,False,False,False,False,False,False,False,False,23917
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,2,71,Zona Norte,Maria da Graça,Rua Luís de Brito,165000,64,64,0,0,2,9,False,True,False,False,False,False,False,False,False,False,False,3601
False,True,False,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,3,93,Zona Oeste,Recreio dos Bandeirantes,Avenida José Luiz Ferraz,1253000,176,176,2,1,2,21,True,False,True,False,False,False,False,False,False,False,False,12001
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,112,Zona Norte,Tijuca,Rua Guaxupé,550922,52,52,1,0,2,2,False,False,False,False,False,False,False,False,False,False,False,0
True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,4,64,Zona Sul,Leblon,Avenida Ataulfo de Paiva,790000,28,28,0,0,1,18,True,False,False,False,False,False,False,False,False,False,False,9776
False,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,4,62,Zona Sul,Lagoa,Avenida Epitácio Pessoa,1520000,77,77,1,1,2,8,True,True,False,False,False,False,False,False,False,False,False,17133
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2,35,Zona Norte,Engenho Novo,Rua Martins Lage,170000,60,60,0,0,2,4,False,False,False,False,False,False,False,False,False,False,False,6744
False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,2,123,Zona Norte,Vila Isabel,Rua Teodoro da Silva,430000,74,74,1,0,2,9,False,False,False,False,False,False,False,False,False,False,False,12240
False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,3,56,Zona Oeste,Jacarepaguá,Estrada Mapua,276159,46,0,1,0,2,9,True,False,False,False,False,False,False,False,False,False,False,13
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,2,73,Zona Norte,Méier,Rua Aquidabã,530000,113,113,1,1,3,3,True,False,False,False,False,False,False,False,False,False,False,10944
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,9,Zona Oeste,Barra da Tijuca,Avenida Embaixador Abelardo Bueno,1580000,224,224,3,2,3,0,False,False,False,False,False,False,False,False,False,False,False,0
True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,3,9,Zona Oeste,Barra da Tijuca,Avenida Jornalista Tim Lopes,1900000,130,130,3,2,3,29,True,False,True,False,False,False,False,False,False,False,False,30380
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,65,Zona Sul,Leme,Rua Gustavo Sampaio,850000,65,65,0,0,2,0,False,False,False,False,False,False,False,False,False,False,False,12150
True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,4,28,Zona Sul,Copacabana,Rua Pompeu Loureiro,1150000,95,95,1,1,3,12,True,True,False,False,False,False,False,False,False,False,False,20814
False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,44,Zona Norte,Grajaú,Rua Farias Brito,470000,69,69,1,0,2,4,False,False,False,False,False,False,False,False,False,False,False,10560
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,47,Zona Sul,Gávea,Rua Marquês de São Vicente,824220,29,29,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,10800
True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,3,9,Zona Oeste,Barra da Tijuca,Avenida Jornalista Tim Lopes,1400000,100,100,1,1,2,33,True,False,True,False,False,False,False,False,False,False,False,33100
False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,4,53,Zona Sul,Ipanema,Rua Alberto de Campos,900000,60,60,0,0,2,5,False,False,False,False,False,False,False,False,False,False,False,11070
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,8,Zona Oeste,Barra Olímpica,Rua Mário Agostinelli,990000,160,160,2,1,3,1,False,False,False,False,False,False,False,False,False,False,False,27314
False,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3,19,Zona Oeste,Campo Grande,Rua Jicara,969000,170,170,2,1,4,13,True,False,False,False,False,True,False,False,True,False,False,9601
True,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,4,64,Zona Sul,Leblon,Avenida Ataulfo de Paiva,2000000,100,100,0,2,3,14,True,False,False,False,False,False,False,False,False,False,False,20310
False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,2,126,Zona Norte,Vila da Penha,Avenida Meriti,329000,53,53,1,1,2,30,True,True,False,False,False,True,True,False,True,True,False,7720
False,True,False,True,True,False,True,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,3,110,Zona Oeste,Taquara,Estrada do Tindiba,483000,82,82,1,1,3,16,True,False,False,False,False,False,False,False,False,False,False,0
True,True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,4,62,Zona Sul,Lagoa,Rua Bogari,5680000,510,510,4,4,4,16,True,False,False,False,False,False,False,False,False,False,False,80400
True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,4,53,Zona Sul,Ipanema,Avenida Rainha Elizabeth da Bélgica,3600000,206,206,2,1,4,14,True,True,False,False,False,False,False,False,False,False,False,41400
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,101,Zona Sul,Santa Teresa,Rua Santo Amaro,390000,51,51,0,0,2,1,False,False,False,False,False,False,False,False,False,False,False,6723
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,112,Zona Norte,Tijuca,Rua Rego Lópes,570000,100,100,1,0,2,1,False,False,False,False,False,False,False,False,False,False,False,13204
False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,3,19,Zona Oeste,Campo Grande,Rua Olinda Ellis,400000,68,68,1,1,2,11,True,False,False,False,False,False,False,False,False,False,False,7008
